day,year,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
1,2020,2020-02-03,02,03,39.5,31.8,1007.9,10.0,6.2,12,999.9,46.9,30.0,0.0,999.9,0,743
2,2020,2020-02-04,02,04,36.3,28.1,1013.2,10.0,16.5,24.1,33.0,39.9,32.0,0.0,999.9,0,648
3,2020,2020-02-05,02,05,30.0,18.5,1020.7,9.1,13.2,19,24.1,32.0,27.0,0.0,999.9,1,632
4,2020,2020-02-06,02,06,28.6,23.2,1006.3,4.1,11.4,18.1,27.0,30.9,27.0,0.05,3.1,1,554
5,2020,2020-02-07,02,07,29.7,18.1,1006.8,8.5,7.8,12,999.9,37.0,21.9,0.05,2.0,1,693
6,2020,2020-02-08,02,08,30.7,20.6,1018.5,9.4,6.1,9.9,999.9,35.1,27.0,0.0,1.2,1,625
7,2020,2020-02-09,02,09,29.9,23.6,1022.6,8.1,9,15.9,28.0,37.0,23.0,0.0,1.2,1,563
1,2020,2020-02-10,02,10,32.0,26.8,1019.2,7.9,7.1,12,17.1,36.0,26.6,0.05,1.2,1,628
2,2020,2020-02-11,02,11,30.5,22.5,1021.2,7.5,8.8,18.1,27.0,35.1,27.0,0.0,1.2,0,640
3,2020,2020-02-12,02,12,29.5,21.0,1019.9,8.5,7,12,20.0,36.0,24.1,0.0,1.2,1,627
4,2020,2020-02-13,02,13,24.5,20.0,1018.1,3.3,9.1,18.1,25.1,33.1,10.9,0.2,3.1,1,547
5,2020,2020-02-14,02,14,6.3,-5.7,1035.1,10.0,7,12,21.0,14.0,-0.9,0.01,2.0,0,586
6,2020,2020-02-15,02,15,18.6,8.8,1025.7,10.0,12.1,17.1,28.0,33.1,6.1,0.0,2.0,1,593
7,2020,2020-02-16,02,16,29.7,20.9,1020.4,10.0,5,9.9,999.9,44.1,18.0,0.0,1.2,0,618
1,2020,2020-02-17,02,17,34.1,26.5,1019.5,8.0,7.7,14,22.0,39.9,28.9,0.0,1.2,1,600
2,2020,2020-02-18,02,18,36.7,30.6,1016.7,6.6,11.2,17.1,27.0,39.0,34.0,0.13,999.9,1,666
3,2020,2020-02-19,02,19,25.1,8.4,1034.5,10.0,7.6,13,999.9,34.0,17.1,0.0,999.9,0,581
4,2020,2020-02-20,02,20,19.7,-1.7,1039.6,10.0,9.4,13,15.9,25.0,10.9,0.0,999.9,0,600
5,2020,2020-02-21,02,21,21.9,4.2,1037.2,10.0,9.6,17.1,25.1,37.0,12.0,0.0,999.9,0,657
6,2020,2020-02-22,02,22,35.7,19.1,1025.3,10.0,10.9,15.9,24.1,50.0,26.1,0.0,999.9,0,685
7,2020,2020-02-23,02,23,42.1,26.5,1016.6,10.0,10.2,15,22.9,55.9,33.1,0.0,999.9,0,660
1,2020,2020-02-24,02,24,41.4,29.5,1012.9,10.0,7.9,13,999.9,50.0,37.9,0.0,999.9,1,599
2,2020,2020-02-25,02,25,37.7,31.3,1013.0,8.7,15.8,22,33.0,39.9,33.1,0.0,999.9,1,516
3,2020,2020-02-26,02,26,31.2,27.0,1018.7,4.5,15.2,21,29.9,33.8,28.0,0.03,2.0,1,601
4,2020,2020-02-27,02,27,27.1,13.5,1019.4,9.9,11.1,18.1,26.0,30.9,24.1,0.0,1.2,1,565
5,2020,2020-02-28,02,28,23.6,8.6,1018.8,10.0,8.3,14,21.0,30.0,18.0,0.0,1.2,0,656
6,2020,2020-02-29,02,29,25.3,5.2,1023.0,10.0,8.3,13,14.0,35.1,16.0,0.0,1.2,0,587
7,2020,2020-03-01,03,01,40.1,26.8,1014.0,10.0,10.8,17.1,28.0,57.9,30.0,0.0,999.9,0,724
1,2020,2020-03-02,03,02,45.4,34.1,1007.2,10.0,6.2,9.9,19.0,53.1,35.1,0.0,999.9,0,599
2,2020,2020-03-03,03,03,39.2,29.4,1004.0,9.8,9.8,22,32.1,50.0,32.0,0.0,999.9,0,633
3,2020,2020-03-04,03,04,41.6,26.3,1012.1,9.8,8,13,20.0,48.9,36.0,0.01,999.9,1,623
4,2020,2020-03-05,03,05,42.1,25.2,1016.3,10.0,10.6,24.1,35.0,52.0,33.1,0.02,999.9,0,587
5,2020,2020-03-06,03,06,36.1,24.9,1023.1,9.6,16.2,24.1,34.0,45.0,32.0,0.0,999.9,1,706
6,2020,2020-03-07,03,07,35.0,21.4,1033.1,10.0,7.4,15,27.0,52.0,23.0,0.0,999.9,0,588
7,2020,2020-03-08,03,08,49.8,23.8,1024.1,10.0,14.7,20,32.1,66.0,39.9,0.0,999.9,0,639
1,2020,2020-03-09,03,09,54.1,38.9,1018.0,9.1,14.2,20,35.0,62.1,46.9,0.01,999.9,1,572
2,2020,2020-03-10,03,10,43.9,39.2,1020.7,8.2,10.4,19,32.1,55.0,36.0,0.86,999.9,1,564
3,2020,2020-03-11,03,11,38.5,31.0,1019.6,7.9,5,8.9,999.9,44.1,34.0,0.0,999.9,1,589
4,2020,2020-03-12,03,12,44.6,34.7,1010.8,8.0,7.5,12,22.0,55.9,36.0,0.0,999.9,0,633
5,2020,2020-03-13,03,13,43.4,26.9,1018.1,9.6,14.8,21,28.9,55.0,34.0,0.0,999.9,1,675
6,2020,2020-03-14,03,14,38.7,21.6,1032.0,9.5,9.5,15.9,20.0,45.0,33.1,0.0,999.9,1,617
7,2020,2020-03-15,03,15,35.3,25.3,1036.7,9.9,10.3,14,18.1,39.0,33.1,0.0,999.9,1,590
1,2020,2020-03-16,03,16,36.0,30.4,1029.3,8.6,5.5,8.9,999.9,41.0,32.0,0.0,999.9,1,531
2,2020,2020-03-17,03,17,40.6,29.4,1024.3,7.2,7.6,14,999.9,48.0,37.0,0.01,999.9,1,576
3,2020,2020-03-18,03,18,41.3,29.8,1023.1,7.5,6.3,11.1,999.9,45.0,37.9,0.0,999.9,1,527
4,2020,2020-03-19,03,19,45.3,44.9,1017.8,3.9,7.9,13,21.0,61.0,39.9,0.53,999.9,1,471
5,2020,2020-03-20,03,20,48.1,43.3,1017.2,9.6,12.9,19,27.0,63.0,34.0,0.27,999.9,1,496
6,2020,2020-03-21,03,21,30.5,18.4,1035.4,10.0,10.5,15,21.0,34.0,28.4,0.01,999.9,0,439
7,2020,2020-03-22,03,22,30.7,22.2,1033.9,8.4,6.7,12,20.0,36.0,27.0,0.0,999.9,1,377
1,2020,2020-03-23,03,23,35.6,32.9,1023.0,4.5,3.7,7,999.9,44.1,32.0,0.2,999.9,1,393
2,2020,2020-03-24,03,24,38.6,33.2,1020.7,7.0,4.9,11.1,17.1,46.0,33.1,0.07,999.9,0,423
3,2020,2020-03-25,03,25,43.0,37.0,1014.9,7.7,5.3,11.1,22.9,55.9,32.0,0.0,999.9,0,438
4,2020,2020-03-26,03,26,47.8,43.9,1010.2,8.5,8.4,14,21.0,54.0,41.0,0.0,999.9,1,425
5,2020,2020-03-27,03,27,42.4,41.2,1012.6,5.1,9,12,999.9,51.1,37.0,0.0,999.9,1,425
6,2020,2020-03-28,03,28,49.3,48.7,1005.5,5.7,6.8,13,21.0,60.1,45.0,0.59,999.9,1,468
7,2020,2020-03-29,03,29,52.2,44.2,1001.4,9.4,17.6,28,44.1,66.9,44.1,0.21,999.9,1,500
1,2020,2020-03-30,03,30,45.0,34.4,1018.0,10.0,13.2,22.9,33.0,50.0,41.0,0.01,999.9,0,447
2,2020,2020-03-31,03,31,39.6,33.6,1019.6,9.8,9.9,13,18.1,43.0,37.0,0.0,999.9,1,389
3,2020,2020-04-01,04,01,42.9,35.9,1018.8,10.0,8,12,999.9,53.1,39.0,0.0,999.9,0,519
4,2020,2020-04-02,04,02,44.0,34.4,1021.6,10.0,4.1,11.1,15.9,59.0,30.9,0.0,999.9,0,377
5,2020,2020-04-03,04,03,54.2,37.2,1018.3,10.0,6.1,12,21.0,70.0,46.0,0.0,999.9,1,508
6,2020,2020-04-04,04,04,47.4,40.3,1018.1,9.3,8.2,13,999.9,63.0,39.0,0.07,999.9,1,447
7,2020,2020-04-05,04,05,42.0,29.1,1022.5,10.0,7.7,15,20.0,50.0,36.0,0.01,999.9,0,405
1,2020,2020-04-06,04,06,48.1,37.2,1019.4,10.0,5.6,12,21.0,64.9,36.0,0.0,999.9,1,451
2,2020,2020-04-07,04,07,64.8,56.6,1007.7,9.1,7.3,17.1,27.0,80.1,55.9,0.24,999.9,1,455
3,2020,2020-04-08,04,08,59.1,51.9,1005.8,7.1,6.6,20,33.0,78.1,50.0,0.31,999.9,1,443
4,2020,2020-04-09,04,09,46.0,29.6,1007.5,10.0,15.5,24.1,38.1,54.0,39.9,0.23,999.9,1,426
5,2020,2020-04-10,04,10,40.5,23.2,1015.9,10.0,10.4,15,21.0,51.1,34.0,0.0,999.9,0,426
6,2020,2020-04-11,04,11,50.6,28.8,1012.9,10.0,6.7,13,27.0,64.9,41.0,0.0,999.9,1,448
7,2020,2020-04-12,04,12,55.7,46.0,1004.8,9.6,8.9,14,28.9,66.0,48.9,0.16,999.9,1,383
1,2020,2020-04-13,04,13,44.8,34.1,1005.5,9.5,15.1,25.1,36.9,60.1,36.0,0.08,999.9,1,396
2,2020,2020-04-14,04,14,35.8,17.6,1022.2,10.0,12.7,22,31.1,41.0,30.0,0.04,999.9,1,364
3,2020,2020-04-15,04,15,33.5,19.1,1019.7,7.9,7.5,13,20.0,39.9,28.0,0.01,1.2,1,411
4,2020,2020-04-16,04,16,37.0,14.4,1025.2,10.0,8.1,13,20.0,46.0,28.0,0.02,1.2,0,405
5,2020,2020-04-17,04,17,37.6,28.2,1020.9,6.7,6.8,12,19.0,44.1,33.1,0.21,1.2,1,425
6,2020,2020-04-18,04,18,43.4,31.1,1015.3,10.0,11.6,21,35.0,59.0,33.1,0.07,2.0,0,462
7,2020,2020-04-19,04,19,51.3,33.0,1008.7,10.0,11.1,17.1,29.9,62.1,45.0,0.0,999.9,0,340
1,2020,2020-04-20,04,20,48.9,30.8,1007.8,10.0,8.1,21,35.0,64.9,36.0,0.0,999.9,0,501
2,2020,2020-04-21,04,21,46.8,22.2,1009.4,9.8,14.4,19,39.0,60.1,37.0,0.03,999.9,1,418
3,2020,2020-04-22,04,22,46.3,27.1,1014.4,9.9,6.1,9.9,19.0,61.0,39.0,0.0,999.9,1,432
4,2020,2020-04-23,04,23,51.4,43.2,1007.1,9.0,5.3,11.1,17.1,62.1,45.0,0.01,999.9,1,441
5,2020,2020-04-24,04,24,44.6,40.9,1010.7,5.1,8,11.1,999.9,48.9,42.1,0.0,999.9,0,440
6,2020,2020-04-25,04,25,44.3,40.1,1014.3,7.5,10,19,26.0,46.9,43.0,0.11,999.9,1,398
7,2020,2020-04-26,04,26,50.1,33.8,1018.2,9.9,10.6,15.9,27.0,62.1,42.1,0.46,999.9,1,422
1,2020,2020-04-27,04,27,53.3,34.0,1019.2,9.9,7.8,19,28.9,68.0,39.0,0.0,999.9,1,398
2,2020,2020-04-28,04,28,62.3,54.9,1010.7,7.8,7.4,15.9,27.0,75.9,53.1,0.54,999.9,1,465
3,2020,2020-04-29,04,29,56.6,54.8,999.5,6.0,9,22.9,28.0,66.0,48.0,0.96,999.9,1,423
4,2020,2020-04-30,04,30,45.8,40.7,1006.1,7.4,15,20,32.1,54.0,42.1,1.64,999.9,1,425
5,2020,2020-05-01,05,01,51.6,35.1,1015.9,10.0,3.7,8.9,999.9,66.9,37.0,0.08,999.9,0,563
6,2020,2020-05-02,05,02,66.0,45.9,1011.7,10.0,10.2,15.9,25.1,79.0,57.9,0.0,999.9,0,492
7,2020,2020-05-03,05,03,66.2,38.9,1012.1,10.0,8,13,19.0,73.0,55.9,0.0,999.9,0,490
1,2020,2020-05-04,05,04,47.3,33.5,1018.9,10.0,12.8,19,26.0,72.0,41.0,0.0,999.9,0,438
2,2020,2020-05-05,05,05,44.9,37.8,1016.0,9.8,8.8,14,18.1,48.0,42.1,0.06,999.9,1,437
3,2020,2020-05-06,05,06,49.0,25.6,1018.7,10.0,6.8,11.1,14.0,61.0,37.9,0.17,999.9,0,463
4,2020,2020-05-07,05,07,55.4,34.2,1015.2,10.0,9.9,19,28.0,66.0,48.0,0.0,999.9,0,420
5,2020,2020-05-08,05,08,43.3,26.5,1015.9,10.0,12.3,19,29.9,50.0,39.0,0.0,999.9,0,443
6,2020,2020-05-09,05,09,43.1,21.7,1022.7,10.0,8,17.1,25.1,59.0,30.9,0.0,999.9,0,463
7,2020,2020-05-10,05,10,48.7,34.9,1016.2,9.3,10.4,19,27.0,57.9,37.0,0.0,999.9,1,473
1,2020,2020-05-11,05,11,42.9,33.9,1022.6,10.0,6,9.9,18.1,50.0,37.0,0.42,999.9,1,452
2,2020,2020-05-12,05,12,49.6,30.3,1022.8,10.0,7.4,13,21.0,62.1,39.0,0.0,999.9,0,454
3,2020,2020-05-13,05,13,54.6,28.3,1023.1,10.0,9.9,17.1,22.9,69.1,45.0,0.0,999.9,0,518
4,2020,2020-05-14,05,14,60.7,54.5,1015.5,7.5,8.7,14,22.0,73.0,55.0,0.12,999.9,1,467
5,2020,2020-05-15,05,15,66.8,61.2,1010.7,7.8,7.1,14,25.1,75.0,60.8,1.91,999.9,1,548
6,2020,2020-05-16,05,16,60.2,49.6,1017.6,10.0,8.2,14,999.9,70.0,52.0,0.02,999.9,0,577
7,2020,2020-05-17,05,17,59.5,57.5,1011.7,4.8,8.5,15,24.1,68.0,53.1,1.02,999.9,1,440
1,2020,2020-05-18,05,18,61.3,58.5,1006.4,7.4,6.1,12,999.9,66.9,55.9,3.18,999.9,1,500
2,2020,2020-05-19,05,19,55.1,54.2,1012.3,3.8,11.1,17.1,24.1,61.0,52.0,0.13,999.9,1,471
3,2020,2020-05-20,05,20,58.9,51.2,1018.6,10.0,10.8,15.9,22.0,64.9,55.0,0.0,999.9,0,536
4,2020,2020-05-21,05,21,60.8,50.0,1019.2,10.0,6.8,12,17.1,68.0,55.9,0.0,999.9,0,495
5,2020,2020-05-22,05,22,61.6,55.7,1016.9,7.1,3.9,9.9,999.9,70.0,55.9,0.0,999.9,1,535
6,2020,2020-05-23,05,23,65.7,58.1,1013.5,9.2,7.2,15.9,25.1,81.0,55.0,0.0,999.9,1,553
7,2020,2020-05-24,05,24,74.8,64.1,1011.3,10.0,4.9,9.9,15.9,89.1,64.0,0.34,999.9,0,567
1,2020,2020-05-25,05,25,78.2,64.5,1012.8,10.0,7.9,12,22.0,88.0,70.0,0.0,999.9,0,643
2,2020,2020-05-26,05,26,78.7,64.7,1013.9,10.0,6.8,15.9,24.1,89.1,70.0,0.0,999.9,1,579
3,2020,2020-05-27,05,27,79.1,65.0,1012.6,10.0,6.2,11.1,18.1,87.1,72.0,0.0,999.9,1,569
4,2020,2020-05-28,05,28,74.6,65.7,1010.4,9.9,8.1,19,26.0,82.9,70.0,0.02,999.9,1,551
5,2020,2020-05-29,05,29,67.9,55.4,1012.7,9.7,9.1,18.1,24.1,75.9,61.0,0.26,999.9,1,581
6,2020,2020-05-30,05,30,63.0,47.8,1020.3,10.0,6.9,12,19.0,72.0,55.0,0.01,999.9,0,923
7,2020,2020-05-31,05,31,58.6,40.6,1026.0,10.0,8.4,12,15.9,66.0,52.0,0.0,999.9,0,1898
1,2020,2020-06-01,06,01,63.4,42.5,1022.8,9.9,8.3,15.9,27.0,77.0,55.0,0.0,999.9,1,889
2,2020,2020-06-02,06,02,78.1,57.3,1012.2,10.0,12.8,19,27.0,93.9,66.9,0.01,999.9,0,676
3,2020,2020-06-03,06,03,77.8,62.0,1009.2,10.0,8.4,15,21.0,91.9,70.0,0.0,999.9,1,622
4,2020,2020-06-04,06,04,77.5,63.1,1007.0,9.9,6.6,20,25.1,86.0,68.0,0.01,999.9,1,528
5,2020,2020-06-05,06,05,79.7,64.6,1009.0,10.0,6.6,12,20.0,89.1,71.1,0.0,999.9,0,542
6,2020,2020-06-06,06,06,74.1,55.8,1015.2,9.6,8.2,13,18.1,88.0,66.9,0.0,999.9,0,528
7,2020,2020-06-07,06,07,67.5,51.5,1018.0,10.0,7.4,11.1,17.1,79.0,59.0,0.0,999.9,0,553
1,2020,2020-06-08,06,08,76.0,52.2,1014.1,10.0,7.6,13,19.0,91.0,64.9,0.0,999.9,0,524
2,2020,2020-06-09,06,09,81.0,58.8,1004.8,9.3,12.3,26,40.0,91.0,73.9,0.0,999.9,1,494
3,2020,2020-06-10,06,10,76.7,67.7,997.6,9.8,13.9,24.1,38.1,84.0,66.9,0.45,999.9,1,499
4,2020,2020-06-11,06,11,69.4,50.8,1015.3,9.6,12,20,31.1,82.9,59.0,0.03,999.9,1,550
5,2020,2020-06-12,06,12,70.2,50.6,1022.7,10.0,5.8,13,20.0,81.0,61.0,0.0,999.9,0,603
6,2020,2020-06-13,06,13,60.0,45.7,1024.9,10.0,12.2,15.9,21.0,66.9,54.0,0.07,999.9,1,504
7,2020,2020-06-14,06,14,62.2,43.1,1026.6,10.0,9.5,13,21.0,70.0,55.9,0.0,999.9,0,538
1,2020,2020-06-15,06,15,64.2,44.0,1027.4,10.0,7.4,12,19.0,73.0,55.0,0.0,999.9,0,575
2,2020,2020-06-16,06,16,70.3,51.1,1025.5,10.0,5.6,13,18.1,84.0,59.0,0.0,999.9,0,551
3,2020,2020-06-17,06,17,75.4,53.9,1021.0,10.0,5.4,13,17.1,86.0,64.9,0.0,999.9,0,602
4,2020,2020-06-18,06,18,77.7,52.1,1016.7,10.0,5.6,13,20.0,87.1,64.0,0.0,999.9,0,600
5,2020,2020-06-19,06,19,81.0,56.1,1014.5,10.0,4.2,12,15.9,93.0,69.1,0.0,999.9,0,596
6,2020,2020-06-20,06,20,81.9,60.1,1012.8,9.9,7.6,19,29.9,91.0,73.0,0.0,999.9,1,654
7,2020,2020-06-21,06,21,75.1,65.8,1011.1,9.4,6.7,14,27.0,82.9,70.0,0.38,999.9,1,593
1,2020,2020-06-22,06,22,75.6,66.0,1009.6,9.8,6.6,13,22.0,86.0,69.1,0.0,999.9,1,668
2,2020,2020-06-23,06,23,69.3,59.1,1006.5,9.2,10.1,15.9,22.9,79.0,63.0,0.58,999.9,1,574
3,2020,2020-06-24,06,24,69.5,55.6,1009.8,10.0,6.1,15.9,27.0,79.0,61.0,0.0,999.9,1,580
4,2020,2020-06-25,06,25,73.0,53.5,1012.5,10.0,6.8,9.9,18.1,84.0,63.0,0.07,999.9,1,613
5,2020,2020-06-26,06,26,75.3,61.8,1012.4,9.8,5.4,14,20.0,84.9,70.0,0.0,999.9,1,556
6,2020,2020-06-27,06,27,77.8,69.3,1008.1,9.5,8,26,42.0,88.0,71.6,1.56,999.9,1,580
7,2020,2020-06-28,06,28,77.2,69.4,1007.8,10.0,5.9,11.1,999.9,86.0,72.0,0.0,999.9,1,625
1,2020,2020-06-29,06,29,79.7,67.8,1010.7,10.0,5.9,15,22.0,93.0,73.0,0.14,999.9,1,554
2,2020,2020-06-30,06,30,78.8,69.9,1011.5,9.7,5.6,14,17.1,89.1,72.0,0.28,999.9,1,569
3,2020,2020-07-01,07,01,80.4,66.1,1011.6,9.7,7.4,13,20.0,88.0,73.9,0.0,999.9,1,683
4,2020,2020-07-02,07,02,81.0,62.0,1015.0,10.0,5.9,11.1,15.9,90.0,72.0,0.0,999.9,0,637
5,2020,2020-07-03,07,03,80.3,60.4,1016.1,9.9,4.6,11.1,15.9,89.1,69.1,0.0,999.9,0,684
6,2020,2020-07-04,07,04,81.3,65.3,1015.2,9.8,4.9,11.1,999.9,90.0,72.0,0.0,999.9,0,744
7,2020,2020-07-05,07,05,82.2,63.9,1014.2,8.9,5,9.9,15.0,90.0,73.0,0.0,999.9,0,721
1,2020,2020-07-06,07,06,85.1,61.9,1014.0,10.0,3.6,9.9,999.9,93.9,75.9,0.0,999.9,0,633
2,2020,2020-07-07,07,07,86.1,65.4,1013.1,10.0,5.9,13,999.9,93.9,77.0,0.0,999.9,1,551
3,2020,2020-07-08,07,08,82.1,67.6,1012.5,10.0,4.8,20,39.0,91.9,75.0,0.01,999.9,1,553
4,2020,2020-07-09,07,09,84.1,67.1,1010.1,9.9,7,15,22.9,93.0,75.9,0.0,999.9,0,556
5,2020,2020-07-10,07,10,79.0,67.4,1008.3,8.7,11.3,20,29.9,89.1,70.0,0.51,999.9,1,670
6,2020,2020-07-11,07,11,78.0,62.4,1011.0,10.0,7.9,13,20.0,84.9,71.1,0.24,999.9,1,627
7,2020,2020-07-12,07,12,75.1,63.3,1009.5,10.0,7.9,17.1,24.1,84.0,70.0,0.04,999.9,1,597
1,2020,2020-07-13,07,13,72.8,59.1,1014.4,10.0,5.6,11.1,999.9,81.0,64.0,0.0,999.9,0,665
2,2020,2020-07-14,07,14,76.4,58.1,1015.4,10.0,6.7,13,24.1,84.9,66.9,0.0,999.9,0,601
3,2020,2020-07-15,07,15,79.0,64.5,1014.2,9.9,7.2,11.1,14.0,87.1,73.0,0.0,999.9,1,602
4,2020,2020-07-16,07,16,73.7,66.0,1014.3,8.1,8.8,15,22.9,84.0,68.0,0.82,999.9,1,594
5,2020,2020-07-17,07,17,77.6,64.6,1018.5,10.0,6,12,17.1,88.0,68.0,0.0,999.9,0,657
6,2020,2020-07-18,07,18,82.5,71.7,1014.1,10.0,9.1,15,24.1,91.0,75.9,0.0,999.9,0,649
7,2020,2020-07-19,07,19,80.1,71.7,1009.4,9.6,12.4,28,48.0,88.0,71.1,0.05,999.9,1,627
1,2020,2020-07-20,07,20,76.8,60.9,1014.0,10.0,5.8,9.9,999.9,87.1,66.9,0.56,999.9,0,647
2,2020,2020-07-21,07,21,75.7,63.8,1015.2,10.0,7.3,8.9,19.0,81.0,73.0,0.0,999.9,1,632
3,2020,2020-07-22,07,22,77.0,69.2,1012.7,9.8,7.2,12,18.1,84.9,71.6,0.06,999.9,1,611
4,2020,2020-07-23,07,23,74.7,60.1,1016.8,10.0,5.7,11.1,999.9,84.0,64.9,0.0,999.9,0,565
5,2020,2020-07-24,07,24,75.1,64.3,1019.7,10.0,5.7,9.9,15.0,84.9,66.0,0.0,999.9,0,627
6,2020,2020-07-25,07,25,79.6,65.6,1018.4,9.5,4.9,8.9,18.1,90.0,69.1,0.0,999.9,0,649
7,2020,2020-07-26,07,26,84.6,69.8,1015.1,10.0,9.6,15.9,26.0,95.0,75.0,0.0,999.9,0,657
1,2020,2020-07-27,07,27,79.3,70.4,1011.8,10.0,7.7,21,29.9,91.0,75.0,0.04,999.9,1,616
2,2020,2020-07-28,07,28,78.3,59.2,1012.9,10.0,7.7,15,21.0,88.0,69.1,0.17,999.9,0,621
3,2020,2020-07-29,07,29,79.8,64.6,1011.7,10.0,9.3,13,19.0,91.0,72.0,0.0,999.9,1,619
4,2020,2020-07-30,07,30,78.4,61.4,1011.3,10.0,10.8,15.9,24.1,82.9,75.9,0.0,999.9,1,603
5,2020,2020-07-31,07,31,74.9,59.7,1012.9,10.0,9.5,15.9,17.1,81.0,70.0,0.0,999.9,0,627
6,2020,2020-08-01,08,01,74.5,61.6,1011.5,10.0,6.5,9.9,999.9,79.0,72.0,0.0,999.9,1,677
7,2020,2020-08-02,08,02,71.8,63.3,1009.7,9.2,6.7,15,21.0,84.9,64.9,0.21,999.9,1,566
1,2020,2020-08-03,08,03,68.1,61.8,1014.8,10.0,8.1,15.9,999.9,73.0,64.9,0.09,999.9,0,603
2,2020,2020-08-04,08,04,66.9,50.3,1017.0,10.0,10.2,15,20.0,73.9,59.0,0.0,999.9,0,541
3,2020,2020-08-05,08,05,66.9,49.9,1018.8,10.0,5.6,9.9,999.9,75.9,57.0,0.0,999.9,0,572
4,2020,2020-08-06,08,06,72.3,53.4,1018.8,10.0,4.8,8,999.9,80.1,64.9,0.0,999.9,0,604
5,2020,2020-08-07,08,07,73.7,56.0,1019.6,9.9,4.7,11.1,15.9,84.0,62.1,0.0,999.9,0,594
6,2020,2020-08-08,08,08,76.8,59.2,1019.0,10.0,7.8,13,24.1,87.1,66.9,0.0,999.9,0,662
7,2020,2020-08-09,08,09,81.0,67.6,1016.3,10.0,9.9,15.9,24.1,90.0,72.0,0.0,999.9,0,652
1,2020,2020-08-10,08,10,79.5,71.2,1012.5,9.8,8.5,33,62.9,90.0,71.1,0.0,999.9,1,947
2,2020,2020-08-11,08,11,73.6,59.4,1013.5,10.0,7.3,9.9,20.0,82.0,66.0,0.32,999.9,0,594
3,2020,2020-08-12,08,12,74.6,57.2,1017.6,10.0,4.6,11.1,15.9,82.9,63.0,0.0,999.9,0,601
4,2020,2020-08-13,08,13,77.3,61.1,1017.8,10.0,5.4,9.9,14.0,84.0,70.0,0.0,999.9,0,647
5,2020,2020-08-14,08,14,79.3,60.6,1015.5,10.0,7.1,11.1,15.9,88.0,71.1,0.0,999.9,0,641
6,2020,2020-08-15,08,15,78.9,64.0,1012.7,10.0,4.8,9.9,18.1,89.1,70.0,0.0,999.9,1,624
7,2020,2020-08-16,08,16,74.5,57.0,1014.6,10.0,8.3,13,999.9,82.9,64.9,0.0,999.9,0,670
1,2020,2020-08-17,08,17,76.1,54.2,1014.8,10.0,4.8,8,999.9,84.0,69.1,0.0,999.9,0,640
2,2020,2020-08-18,08,18,74.0,53.4,1015.7,10.0,8.4,15.9,21.0,79.0,70.0,0.0,999.9,0,614
3,2020,2020-08-19,08,19,71.5,52.7,1017.8,10.0,5.5,8.9,15.0,79.0,61.0,0.0,999.9,0,627
4,2020,2020-08-20,08,20,73.9,51.9,1015.7,10.0,4.9,8.9,15.9,84.9,62.1,0.0,999.9,0,640
5,2020,2020-08-21,08,21,76.5,56.3,1013.2,10.0,4.5,8,999.9,87.1,64.9,0.0,999.9,0,652
6,2020,2020-08-22,08,22,78.0,58.5,1012.6,10.0,6.2,13,18.1,88.0,66.9,0.0,999.9,0,643
7,2020,2020-08-23,08,23,79.1,61.0,1013.4,10.0,7.3,13,21.0,90.0,70.0,0.0,999.9,1,624
1,2020,2020-08-24,08,24,83.2,66.2,1013.9,10.0,6.7,11.1,20.0,96.1,72.0,0.0,999.9,0,634
2,2020,2020-08-25,08,25,83.4,64.3,1015.2,10.0,7.3,15,31.1,91.0,77.0,0.0,999.9,0,638
3,2020,2020-08-26,08,26,83.0,67.6,1014.0,10.0,8.7,15.9,22.0,93.9,75.0,0.0,999.9,0,645
4,2020,2020-08-27,08,27,84.5,69.4,1010.3,10.0,9.9,15.9,24.1,95.0,75.9,0.0,999.9,0,589
5,2020,2020-08-28,08,28,84.5,70.1,1007.2,10.0,8.3,14,18.1,95.0,75.9,0.0,999.9,0,666
6,2020,2020-08-29,08,29,79.3,58.7,1005.9,9.7,11,20,26.0,88.0,72.0,0.05,999.9,1,645
7,2020,2020-08-30,08,30,72.2,53.1,1011.5,10.0,6.8,13,17.1,79.0,64.0,0.0,999.9,0,659
1,2020,2020-08-31,08,31,74.0,56.3,1009.3,10.0,8.7,14,20.0,84.9,64.9,0.0,999.9,0,693
2,2020,2020-09-01,09,01,72.7,64.9,1010.6,9.4,6.5,11.1,999.9,81.0,69.1,0.11,999.9,1,658
3,2020,2020-09-02,09,02,76.0,61.2,1008.0,8.6,8.7,15.9,25.1,87.1,69.8,0.27,999.9,1,576
4,2020,2020-09-03,09,03,76.5,56.6,1007.6,10.0,11.7,22,34.0,88.0,66.9,0.0,999.9,0,573
5,2020,2020-09-04,09,04,69.0,43.6,1016.9,10.0,8.6,15.9,27.0,80.1,55.9,0.0,999.9,0,648
6,2020,2020-09-05,09,05,72.8,49.4,1020.8,10.0,9.9,18.1,28.0,82.9,64.0,0.0,999.9,0,671
7,2020,2020-09-06,09,06,69.4,57.1,1017.3,9.5,9.2,18.1,32.1,82.0,59.0,0.07,999.9,1,645
1,2020,2020-09-07,09,07,74.7,61.1,1008.8,10.0,11.3,17.1,28.9,79.0,66.9,0.41,999.9,0,601
