day,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
3,2015-08-12,08,12,72.7,57.4,1019.7,10.0,4.4,8.9,17.1,82.0,64.9,0.0,999.9,0,760
4,2015-08-13,08,13,75.6,59.9,1018.3,10.0,7.8,14.0,18.1,86.0,64.9,0.0,999.9,0,784
5,2015-08-14,08,14,79.4,65.9,1017.6,10.0,8.3,11.1,999.9,90.0,66.9,0.0,999.9,0,808
6,2015-08-15,08,15,78.0,67.2,1018.3,9.8,6.2,24.1,36.9,90.0,70.0,0.29,999.9,0,823
7,2015-08-16,08,16,80.7,68.1,1017.7,10.0,7.1,14.0,21.0,91.0,72.0,0.05,999.9,0,865
1,2015-08-17,08,17,81.2,67.3,1015.5,10.0,6.9,13.0,999.9,91.0,72.0,0.0,999.9,0,741
2,2015-08-18,08,18,75.8,66.7,1010.3,8.5,7.1,18.1,28.0,90.0,70.0,0.7,999.9,0,762
3,2015-08-19,08,19,73.9,62.6,1004.7,9.7,12.2,18.1,33.0,81.0,69.8,0.94,999.9,0,792
4,2015-08-20,08,20,67.2,52.0,1008.9,10.0,14.0,19.0,27.0,75.0,60.8,0.0,999.9,0,838
5,2015-08-21,08,21,71.7,53.3,1017.0,10.0,7.4,12.0,19.0,84.0,60.1,0.0,999.9,0,858
6,2015-08-22,08,22,75.3,55.5,1017.6,10.0,7.8,15.0,25.1,84.0,60.1,0.0,999.9,0,845
7,2015-08-23,08,23,74.1,58.9,1012.2,9.6,9.9,17.1,24.1,82.9,66.0,0.0,999.9,0,806
1,2015-08-24,08,24,67.4,48.8,1013.1,10.0,11.4,20.0,32.1,79.0,57.0,0.09,999.9,0,724
2,2015-08-25,08,25,65.4,47.6,1015.3,10.0,8.6,17.1,27.0,75.9,57.0,0.0,999.9,0,767
3,2015-08-26,08,26,64.2,52.0,1019.6,10.0,5.3,8.0,999.9,73.0,59.0,0.0,999.9,0,792
4,2015-08-27,08,27,65.5,52.8,1021.3,9.9,3.8,9.9,999.9,75.0,55.9,0.0,999.9,0,764
5,2015-08-28,08,28,68.8,57.3,1019.4,9.9,4.9,8.0,999.9,75.9,55.9,0.0,999.9,0,806
6,2015-08-29,08,29,70.8,62.3,1016.4,9.3,5.6,9.9,999.9,75.9,62.1,0.22,999.9,0,760
7,2015-08-30,08,30,71.0,63.9,1016.5,5.7,4.3,8.0,999.9,78.1,66.0,0.15,999.9,0,800
1,2015-08-31,08,31,74.8,65.4,1016.5,7.0,2.3,7.0,999.9,87.1,64.9,0.0,999.9,0,745
2,2015-09-01,09,01,80.8,69.8,1015.8,9.6,6.6,14.0,20.0,89.1,64.9,0.0,999.9,0,953
3,2015-09-02,09,02,82.2,69.0,1015.4,9.8,7.6,12.0,18.1,91.9,73.0,0.0,999.9,0,801
4,2015-09-03,09,03,83.9,67.6,1012.6,10.0,7.5,14.0,19.0,93.0,73.0,0.0,999.9,0,875
5,2015-09-04,09,04,76.9,66.9,1014.5,9.8,6.1,14.0,999.9,93.0,72.0,0.0,999.9,0,815
6,2015-09-05,09,05,76.9,66.5,1017.4,9.9,6.2,11.1,999.9,87.1,72.0,0.0,999.9,0,765
7,2015-09-06,09,06,82.8,65.7,1016.7,10.0,6.9,12.0,20.0,93.9,73.0,0.02,999.9,0,818
1,2015-09-07,09,07,83.6,66.9,1013.8,10.0,7.5,12.0,999.9,93.9,73.9,0.0,999.9,0,808
2,2015-09-08,09,08,80.0,69.1,1011.1,9.4,8.0,19.0,28.0,90.0,73.9,0.0,999.9,1,717
3,2015-09-09,09,09,72.4,61.2,1013.6,9.8,6.2,12.0,999.9,88.0,68.0,1.01,999.9,0,711
4,2015-09-10,09,10,66.6,56.2,1013.8,10.0,4.5,12.0,18.1,78.1,59.0,0.0,999.9,0,658
5,2015-09-11,09,11,63.4,56.0,1013.9,9.7,7.2,18.1,26.0,77.0,59.0,0.22,999.9,0,691
6,2015-09-12,09,12,59.2,46.0,1016.8,9.8,10.5,15.9,19.0,69.1,54.0,0.24,999.9,0,724
7,2015-09-13,09,13,60.3,44.0,1016.6,10.0,6.8,12.0,15.0,71.1,50.0,0.13,999.9,0,734
1,2015-09-14,09,14,67.4,47.9,1016.6,10.0,9.3,17.1,28.0,82.9,50.0,0.0,999.9,0,790
2,2015-09-15,09,15,73.7,52.0,1020.7,10.0,10.2,15.0,25.1,84.0,55.9,0.0,999.9,0,811
3,2015-09-16,09,16,73.5,51.3,1021.5,10.0,8.6,15.9,22.9,84.0,61.0,0.0,999.9,0,766
4,2015-09-17,09,17,75.0,58.0,1016.3,10.0,9.3,14.0,26.0,87.1,61.0,0.0,999.9,0,717
5,2015-09-18,09,18,74.2,66.4,1009.6,7.7,8.8,15.9,24.1,87.1,66.0,0.26,999.9,0,791
6,2015-09-19,09,19,66.8,56.8,1011.7,8.7,9.6,20.0,27.0,79.0,59.0,1.7,999.9,0,792
7,2015-09-20,09,20,62.4,48.6,1020.8,10.0,3.2,8.0,999.9,72.0,53.1,0.04,999.9,0,811
1,2015-09-21,09,21,64.5,48.8,1020.1,10.0,5.6,9.9,999.9,73.0,53.1,0.0,999.9,0,735
2,2015-09-22,09,22,67.8,50.7,1020.8,10.0,4.8,8.9,999.9,81.0,55.9,0.0,999.9,0,776
3,2015-09-23,09,23,70.6,51.0,1023.2,10.0,4.6,11.1,999.9,81.0,57.0,0.0,999.9,0,833
4,2015-09-24,09,24,69.7,55.7,1023.5,10.0,6.0,9.9,999.9,80.1,61.0,0.0,999.9,0,716
5,2015-09-25,09,25,69.6,57.8,1023.0,10.0,7.1,13.0,999.9,78.1,62.1,0.0,999.9,0,810
6,2015-09-26,09,26,69.2,57.5,1022.9,10.0,7.6,13.0,999.9,75.9,61.0,0.0,999.9,0,792
7,2015-09-27,09,27,70.1,58.7,1019.1,10.0,6.5,8.9,999.9,75.9,61.0,0.0,999.9,0,801
1,2015-09-28,09,28,72.4,62.9,1015.2,10.0,5.2,8.0,999.9,81.0,66.9,0.0,999.9,0,753
2,2015-09-29,09,29,67.6,58.6,1014.5,9.8,9.3,19.0,27.0,81.0,60.1,0.0,999.9,0,669
3,2015-09-30,09,30,59.2,44.2,1021.3,10.0,15.2,20.0,26.0,72.0,55.9,0.0,999.9,0,678
4,2015-10-01,10,01,57.4,41.3,1024.9,10.0,16.8,25.1,33.0,63.0,54.0,0.0,999.9,0,887
5,2015-10-02,10,02,56.6,40.0,1026.3,10.0,19.1,24.1,29.9,62.1,53.1,0.0,999.9,0,799
6,2015-10-03,10,03,52.9,39.1,1023.4,9.6,17.7,22.0,28.9,59.0,50.0,0.02,999.9,0,708
7,2015-10-04,10,04,53.4,46.3,1022.0,10.0,13.0,20.0,27.0,60.1,48.9,0.02,999.9,0,653
1,2015-10-05,10,05,58.4,53.2,1021.4,7.4,7.4,12.0,999.9,61.0,51.1,0.0,999.9,0,755
2,2015-10-06,10,06,60.8,54.1,1020.6,6.7,5.7,8.0,999.9,68.0,57.0,0.0,999.9,0,752
3,2015-10-07,10,07,62.3,53.8,1019.7,8.5,5.5,12.0,999.9,73.0,55.9,0.0,999.9,0,718
4,2015-10-08,10,08,64.5,52.1,1016.3,10.0,7.7,14.0,20.0,79.0,55.0,0.0,999.9,0,701
5,2015-10-09,10,09,62.0,50.4,1017.2,9.9,10.9,15.0,21.0,79.0,55.0,0.0,999.9,0,795
6,2015-10-10,10,10,55.6,42.6,1021.9,10.0,5.0,11.1,999.9,66.9,45.0,0.0,999.9,0,728
7,2015-10-11,10,11,63.3,45.4,1010.8,10.0,9.8,15.9,24.1,80.1,45.0,0.0,999.9,0,735
1,2015-10-12,10,12,68.2,47.1,1000.6,10.0,12.6,21.0,35.9,80.1,53.1,0.0,999.9,0,730
2,2015-10-13,10,13,57.5,40.5,1003.9,10.0,10.7,18.1,26.0,77.0,51.1,0.0,999.9,0,741
3,2015-10-14,10,14,54.4,38.7,1013.6,10.0,6.6,9.9,999.9,64.9,45.0,0.0,999.9,0,764
4,2015-10-15,10,15,57.3,35.1,1015.8,10.0,9.5,18.1,28.0,71.1,45.0,0.0,999.9,0,816
5,2015-10-16,10,16,51.1,28.9,1023.0,10.0,8.8,15.0,22.9,71.1,44.1,0.0,999.9,0,734
6,2015-10-17,10,17,44.8,21.5,1029.2,10.0,8.5,13.0,20.0,55.9,36.0,0.0,999.9,0,706
7,2015-10-18,10,18,46.8,26.9,1030.8,10.0,2.8,7.0,999.9,61.0,35.1,0.0,999.9,0,675
1,2015-10-19,10,19,57.7,29.0,1022.6,10.0,13.2,21.0,28.9,73.9,35.1,0.0,999.9,0,788
2,2015-10-20,10,20,65.0,36.3,1017.8,10.0,11.5,17.1,27.0,77.0,46.9,0.0,999.9,0,785
3,2015-10-21,10,21,66.2,49.5,1018.6,10.0,10.1,18.1,25.1,77.0,55.0,0.09,999.9,0,794
4,2015-10-22,10,22,61.2,48.1,1022.3,10.0,7.5,9.9,999.9,77.0,55.9,0.0,999.9,0,773
5,2015-10-23,10,23,57.4,43.2,1021.9,9.9,9.7,15.9,999.9,64.0,54.0,0.0,999.9,0,777
6,2015-10-24,10,24,63.8,56.7,1010.8,9.0,11.9,25.1,32.1,68.0,54.0,0.04,999.9,0,765
7,2015-10-25,10,25,52.8,38.1,1025.3,10.0,6.1,17.1,26.0,68.0,42.1,0.12,999.9,0,728
1,2015-10-26,10,26,52.2,37.6,1028.5,10.0,4.8,9.9,999.9,63.0,42.1,0.0,999.9,0,781
2,2015-10-27,10,27,54.7,41.5,1022.4,9.7,9.6,19.0,21.0,62.1,42.1,0.0,999.9,0,651
3,2015-10-28,10,28,53.8,49.5,1001.0,4.8,11.9,22.0,28.0,57.9,46.0,0.48,999.9,0,682
4,2015-10-29,10,29,42.2,31.5,1004.2,10.0,15.2,20.0,29.9,57.9,37.9,0.06,999.9,0,669
5,2015-10-30,10,30,46.9,35.8,1018.4,10.0,4.5,8.9,999.9,57.0,37.0,0.0,999.9,0,776
6,2015-10-31,10,31,48.8,41.0,1014.7,7.1,8.8,12.0,22.0,57.0,37.0,0.0,999.9,0,721
7,2015-11-01,11,01,54.7,42.9,1011.4,9.6,10.9,17.1,24.1,64.9,46.0,0.74,999.9,0,992
1,2015-11-02,11,02,60.3,43.2,1014.7,10.0,8.9,15.0,22.0,73.9,46.0,0.0,999.9,0,785
2,2015-11-03,11,03,61.0,49.0,1018.0,10.0,5.7,9.9,999.9,73.9,50.0,0.0,999.9,0,749
3,2015-11-04,11,04,60.3,53.5,1019.1,7.0,5.2,12.0,999.9,73.0,50.0,0.0,999.9,1,791
4,2015-11-05,11,05,65.6,56.2,1015.8,9.4,10.1,19.0,27.0,73.0,50.0,0.0,999.9,0,754
5,2015-11-06,11,06,55.8,46.9,1013.7,8.8,14.1,22.9,31.1,71.1,46.0,0.47,999.9,0,747
6,2015-11-07,11,07,46.4,33.8,1024.6,10.0,8.3,17.1,22.9,66.9,37.9,0.0,999.9,0,691
7,2015-11-08,11,08,44.0,26.4,1030.0,10.0,3.6,8.0,999.9,55.0,34.0,0.0,999.9,0,705
1,2015-11-09,11,09,46.1,28.0,1025.4,10.0,3.4,7.0,999.9,55.9,34.0,0.0,999.9,0,684
2,2015-11-10,11,10,48.9,33.4,1019.7,10.0,3.5,7.0,999.9,57.9,35.1,0.0,999.9,0,640
3,2015-11-11,11,11,51.7,35.6,1011.8,10.0,8.1,20.0,29.9,64.0,37.9,0.0,999.9,0,686
4,2015-11-12,11,12,49.7,40.6,998.6,8.4,19.9,29.9,40.0,64.0,43.0,0.74,999.9,0,693
5,2015-11-13,11,13,43.3,26.1,1015.5,10.0,16.4,24.1,33.0,57.9,37.0,0.01,999.9,0,679
6,2015-11-14,11,14,42.3,25.6,1024.6,10.0,7.0,14.0,22.9,57.9,30.9,0.0,999.9,0,696
7,2015-11-15,11,15,54.1,32.6,1023.3,10.0,8.3,13.0,19.0,66.0,30.9,0.0,999.9,0,722
1,2015-11-16,11,16,53.1,33.8,1021.1,10.0,8.8,15.9,22.9,66.0,44.1,0.0,999.9,0,744
2,2015-11-17,11,17,53.1,47.2,1016.6,7.9,12.0,20.0,27.0,60.1,48.0,0.03,999.9,0,667
3,2015-11-18,11,18,60.1,49.2,1001.9,9.1,17.0,22.0,35.9,63.0,48.9,0.44,999.9,0,683
4,2015-11-19,11,19,46.0,29.7,1009.8,10.0,15.8,26.0,35.9,63.0,41.0,0.12,999.9,0,696
5,2015-11-20,11,20,38.2,16.1,1023.6,10.0,10.5,15.0,21.0,50.0,33.1,0.0,999.9,0,713
6,2015-11-21,11,21,33.6,30.1,1021.0,2.8,10.3,22.0,28.9,43.0,28.9,0.3,3.9,1,528
7,2015-11-22,11,22,21.4,13.2,1023.0,10.0,7.4,17.1,999.9,35.1,12.9,0.37,3.1,0,520
1,2015-11-23,11,23,31.0,21.6,1018.3,10.0,8.8,11.1,999.9,39.0,12.9,0.0,2.0,0,650
2,2015-11-24,11,24,34.7,27.1,1025.6,9.5,4.0,11.1,999.9,45.0,26.1,0.0,1.2,0,607
3,2015-11-25,11,25,44.7,32.2,1024.3,10.0,9.3,15.0,22.9,53.1,26.1,0.0,1.2,0,620
4,2015-11-26,11,26,55.0,46.0,1023.5,8.1,12.9,15.9,26.0,62.6,50.0,0.26,999.9,0,589
5,2015-11-27,11,27,47.6,42.1,1024.6,5.5,13.8,20.0,27.0,62.1,37.9,1.02,999.9,0,613
6,2015-11-28,11,28,39.0,29.3,1029.4,10.0,12.3,15.9,24.1,39.9,37.0,0.09,999.9,0,658
7,2015-11-29,11,29,36.8,27.7,1028.4,10.0,6.9,9.9,999.9,43.0,30.0,0.0,999.9,0,612
1,2015-11-30,11,30,42.1,29.7,1022.8,9.8,10.1,15.0,17.1,46.0,30.0,0.0,999.9,0,666
2,2015-12-01,12,01,43.5,35.8,1011.2,6.6,9.6,18.1,22.0,46.0,39.0,0.3,999.9,0,794
3,2015-12-02,12,02,36.5,30.1,1009.8,6.9,7.5,13.0,18.1,45.0,33.1,0.03,999.9,1,716
4,2015-12-03,12,03,34.2,26.9,1022.9,8.7,8.4,14.0,999.9,39.0,30.9,0.1,999.9,0,710
5,2015-12-04,12,04,38.3,31.5,1032.7,6.0,8.9,13.0,19.0,48.0,30.9,0.0,999.9,0,700
6,2015-12-05,12,05,36.3,30.8,1036.5,5.1,7.1,9.9,14.0,48.0,30.0,0.0,999.9,1,707
7,2015-12-06,12,06,38.7,31.2,1028.2,8.8,5.2,8.0,999.9,48.0,30.0,0.0,999.9,0,687
1,2015-12-07,12,07,37.2,33.2,1023.8,4.5,4.4,9.9,15.9,48.0,32.0,0.0,999.9,1,689
2,2015-12-08,12,08,41.9,36.1,1014.5,5.7,9.4,13.0,20.0,46.9,33.1,0.0,999.9,0,733
3,2015-12-09,12,09,48.2,39.8,1006.7,8.7,7.8,13.0,999.9,54.0,43.0,0.0,999.9,0,685
4,2015-12-10,12,10,50.0,37.8,1004.0,10.0,12.2,25.1,38.1,60.1,43.0,0.0,999.9,0,690
5,2015-12-11,12,11,49.1,34.3,1006.8,10.0,8.3,13.0,22.0,60.1,43.0,0.0,999.9,0,742
6,2015-12-12,12,12,55.3,49.8,1011.7,4.7,4.2,7.0,999.9,60.1,44.1,0.0,999.9,0,752
7,2015-12-13,12,13,59.7,55.1,1010.1,6.2,8.0,14.0,20.0,64.0,51.1,0.05,999.9,0,650
1,2015-12-14,12,14,56.5,50.0,993.6,8.9,14.6,34.0,49.0,64.0,46.9,0.95,999.9,0,739
2,2015-12-15,12,15,43.2,35.3,1009.2,9.9,8.0,15.0,22.9,46.9,41.0,0.15,999.9,0,793
3,2015-12-16,12,16,45.1,37.6,1007.5,9.0,11.9,20.0,28.9,55.0,42.1,0.0,999.9,0,722
4,2015-12-17,12,17,34.9,22.9,1010.9,10.0,14.7,20.0,27.0,55.0,30.9,0.09,999.9,0,727
5,2015-12-18,12,18,29.8,16.5,1015.7,10.0,11.0,20.0,27.0,36.0,26.1,0.0,999.9,0,653
6,2015-12-19,12,19,25.3,12.1,1026.1,9.7,10.7,15.0,22.0,33.1,17.1,0.0,999.9,0,666
7,2015-12-20,12,20,37.8,22.2,1022.6,10.0,10.9,19.0,28.9,51.1,17.1,0.0,999.9,0,693
1,2015-12-21,12,21,47.8,39.3,1009.2,8.5,12.8,18.1,27.0,54.0,28.0,0.03,999.9,0,649
2,2015-12-22,12,22,41.6,37.0,1010.4,5.3,6.9,12.0,999.9,54.0,37.0,0.3,999.9,0,694
3,2015-12-23,12,23,50.6,46.1,1000.2,4.0,10.7,19.0,34.0,61.0,37.0,0.01,999.9,1,753
4,2015-12-24,12,24,43.2,33.3,1007.0,10.0,14.3,35.0,44.1,57.9,35.6,0.84,999.9,0,675
5,2015-12-25,12,25,41.2,32.6,1022.6,9.9,6.4,12.0,999.9,46.0,36.0,0.0,999.9,0,498
6,2015-12-26,12,26,41.6,34.5,1023.7,7.9,9.6,14.0,21.0,46.0,36.0,0.0,999.9,0,640
7,2015-12-27,12,27,41.2,35.4,1022.3,7.0,14.5,20.0,29.9,45.0,36.0,0.39,999.9,0,627
1,2015-12-28,12,28,35.4,27.7,1022.3,6.8,19.4,27.0,35.9,43.0,32.0,0.01,999.9,0,516
2,2015-12-29,12,29,35.5,30.3,1010.2,8.1,12.9,18.1,26.0,42.1,32.0,1.82,999.9,0,624
3,2015-12-30,12,30,30.3,22.9,1022.7,8.5,6.9,9.9,999.9,41.0,28.0,0.0,3.9,1,603
4,2015-12-31,12,31,28.5,20.4,1024.9,9.0,8.4,11.1,999.9,28.9,28.0,0.0,3.1,0,610
